K,alpha,beta,nu,max_L,p(D|K),n_comp,new p(D|K)
5,0.001,0.45,7,-432.129,-427.342,3,-428.0346554
5,0.001,0.45,7.5,-425.16,-420.372,2,-422.1642677
5,0.001,0.45,8,-431.11,-426.323,3,-427.0156554
5,0.001,0.45,8.5,-430.734,-425.946,3,-426.6396554
5,0.001,0.45,9,-430.436,-425.649,3,-426.3416554
5,0.001,0.45,9.5,-424.636,-419.848,2,-421.6402677
5,0.001,0.45,10,-430.058,-425.271,3,-425.9636554
5,0.001,0.45,10.5,-429.968,-425.18,3,-425.8736554
5,0.001,0.45,11,-429.938,-425.15,3,-425.8436554
5,0.001,0.5,1.5,-440.001,-435.213,2,-437.0052677
5,0.001,0.5,2,-436.838,-432.05,2,-433.8422677
5,0.001,0.5,2.5,-434.574,-429.787,2,-431.5782677
5,0.001,0.5,3,-432.79,-428.002,2,-429.7942677
5,0.001,0.5,3.5,-431.329,-426.542,2,-428.3332677
5,0.001,0.5,4,-430.112,-425.325,2,-427.1162677
5,0.001,0.5,4.5,-429.09,-424.303,2,-426.0942677
5,0.001,0.5,5,-436.034,-431.246,3,-431.9396554
5,0.001,0.5,5.5,-427.508,-422.72,2,-424.5122677
5,0.001,0.5,6,-426.907,-422.119,2,-423.9112677
5,0.001,0.5,6.5,-426.413,-421.625,2,-423.4172677
5,0.001,0.5,7,-432.68,-427.892,3,-428.5856554
5,0.001,0.5,7.5,-432.127,-427.34,3,-428.0326554
5,0.001,0.5,8,-425.472,-420.684,2,-422.4762677
5,0.001,0.5,8.5,-431.295,-426.508,3,-427.2006554
5,0.001,0.5,9,-431.002,-426.215,3,-426.9076554
5,0.001,0.5,9.5,-425.194,-420.406,2,-422.1982677
5,0.001,0.5,10,-430.633,-425.845,3,-426.5386554
5,0.001,0.5,10.5,-430.546,-425.759,3,-426.4516554
5,0.001,0.5,11,-430.521,-425.733,3,-426.4266554
5,0.001,0.55,1.5,-440.513,-435.726,2,-437.5172677
5,0.001,0.55,2,-437.354,-432.567,2,-434.3582677
5,0.001,0.55,2.5,-435.094,-430.307,2,-432.0982677
5,0.001,0.55,3,-433.313,-428.526,2,-430.3172677
5,0.001,0.55,3.5,-431.856,-427.069,2,-428.8602677
5,0.001,0.55,4,-430.642,-425.855,2,-427.6462677
5,0.001,0.55,4.5,-429.624,-424.836,2,-426.6282677
5,0.001,0.55,5,-436.573,-431.786,3,-432.4786554
5,0.001,0.55,5.5,-435.549,-430.761,3,-431.4546554
5,0.001,0.55,6,-434.66,-429.872,3,-430.5656554
5,0.001,0.55,6.5,-426.96,-422.173,2,-423.9642677
5,0.001,0.55,7,-426.566,-421.778,2,-423.5702677
5,0.001,0.55,7.5,-426.258,-421.471,2,-423.2622677
5,0.001,0.55,8,-432.242,-427.454,3,-428.1476554
5,0.001,0.55,8.5,-431.873,-427.086,3,-427.7786554
5,0.001,0.55,9,-431.584,-426.797,3,-427.4896554
5,0.001,0.55,9.5,-425.762,-420.974,2,-422.7662677
5,0.001,0.55,10,-431.223,-426.435,3,-427.1286554
5,0.001,0.55,10.5,-431.141,-426.353,3,-427.0466554
5,0.001,0.55,11,-431.119,-426.332,3,-427.0246554
5,0.001,0.6,1.5,-441.034,-436.247,2,-438.0382677
5,0.001,0.6,2,-437.878,-433.091,2,-434.8822677
5,0.001,0.6,2.5,-435.622,-430.834,2,-432.6262677
5,0.001,0.6,3,-433.844,-429.057,2,-430.8482677
5,0.001,0.6,3.5,-432.391,-427.603,2,-429.3952677
5,0.001,0.6,4,-431.18,-426.393,2,-428.1842677
5,0.001,0.6,4.5,-430.165,-425.378,2,-427.1692677
5,0.001,0.6,5,-429.312,-424.524,2,-426.3162677
5,0.001,0.6,5.5,-428.597,-423.809,2,-425.6012677
5,0.001,0.6,6,-428.003,-423.215,2,-425.0072677
5,0.001,0.6,6.5,-427.515,-422.728,2,-424.5192677
5,0.001,0.6,7,-433.821,-429.033,3,-429.7266554
5,0.001,0.6,7.5,-433.277,-428.489,3,-429.1826554
5,0.001,0.6,8,-432.826,-428.039,3,-428.7316554
5,0.001,0.6,8.5,-432.462,-427.675,3,-428.3676554
5,0.001,0.6,9,-432.177,-427.39,3,-428.0826554
5,0.001,0.6,9.5,-426.337,-421.55,2,-423.3412677
5,0.001,0.6,10,-426.375,-421.587,2,-423.3792677
5,0.001,0.6,10.5,-426.467,-421.679,2,-423.4712677
5,0.001,0.6,11,-431.729,-426.942,3,-427.6346554
5,0.001,0.65,1.5,-441.561,-436.773,2,-438.5652677
5,0.001,0.65,2,-438.408,-433.621,2,-435.4122677
5,0.001,0.65,2.5,-436.155,-431.367,2,-433.1592677
5,0.001,0.65,3,-434.381,-429.593,2,-431.3852677
5,0.001,0.65,3.5,-432.931,-428.143,2,-429.9352677
5,0.001,0.65,4,-431.724,-426.936,2,-428.7282677
5,0.001,0.65,4.5,-430.712,-425.924,2,-427.7162677
5,0.001,0.65,5,-429.862,-425.074,2,-426.8662677
5,0.001,0.65,5.5,-429.15,-424.363,2,-426.1542677
5,0.001,0.65,6,-435.798,-431.01,3,-431.7036554
5,0.001,0.65,6.5,-435.045,-430.257,3,-430.9506554
5,0.001,0.65,7,-434.404,-429.616,3,-430.3096554
5,0.001,0.65,7.5,-427.387,-422.6,2,-424.3912677
5,0.001,0.65,8,-433.419,-428.631,3,-429.3246554
5,0.001,0.65,8.5,-433.059,-428.271,3,-428.9646554
5,0.001,0.65,9,-432.778,-427.991,3,-428.6836554
5,0.001,0.65,9.5,-432.572,-427.784,3,-428.4776554
5,0.001,0.65,10,-432.434,-427.646,3,-428.3396554
5,0.001,0.65,10.5,-427.054,-422.267,2,-424.0582677
5,0.001,0.65,11,-427.201,-422.414,2,-424.2052677
5,0.001,0.7,1.5,-442.091,-437.303,2,-439.0952677
5,0.001,0.7,2,-438.942,-434.154,2,-435.9462677
5,0.001,0.7,2.5,-436.692,-431.904,2,-433.6962677
5,0.001,0.7,3,-434.921,-430.133,2,-431.9252677
5,0.001,0.7,3.5,-433.474,-428.687,2,-430.4782677
5,0.001,0.7,4,-432.271,-427.483,2,-429.2752677
5,0.001,0.7,4.5,-431.262,-426.475,2,-428.2662677
5,0.001,0.7,5,-430.415,-425.628,2,-427.4192677
5,0.001,0.7,5.5,-437.237,-432.45,3,-433.1426554
5,0.001,0.7,6,-429.12,-424.332,2,-426.1242677
5,0.001,0.7,6.5,-428.639,-423.852,2,-425.6432677
5,0.001,0.7,7,-434.992,-430.204,3,-430.8976554
5,0.001,0.7,7.5,-434.457,-429.67,3,-430.3626554
5,0.001,0.7,8,-434.016,-429.229,3,-429.9216554
5,0.001,0.7,8.5,-433.661,-428.873,3,-429.5666554
5,0.001,0.7,9,-427.516,-422.729,2,-424.5202677
5,0.001,0.7,9.5,-433.182,-428.394,3,-429.0876554
5,0.001,0.7,10,-433.048,-428.261,3,-428.9536554
5,0.001,0.7,10.5,-432.979,-428.191,3,-428.8846554
5,0.001,0.7,11,-427.795,-423.008,2,-424.7992677
5,0.001,0.75,1.5,-442.623,-437.835,2,-439.6272677
5,0.001,0.75,2,-439.477,-434.69,2,-436.4812677
5,0.001,0.75,2.5,-437.231,-432.443,2,-434.2352677
5,0.001,0.75,3,-435.463,-430.676,2,-432.4672677
5,0.001,0.75,3.5,-434.02,-429.232,2,-431.0242677
5,0.001,0.75,4,-432.82,-428.032,2,-429.8242677
5,0.001,0.75,4.5,-431.814,-427.027,2,-428.8182677
5,0.001,0.75,5,-430.971,-426.183,2,-427.9752677
5,0.001,0.75,5.5,-430.266,-425.478,2,-427.2702677
5,0.001,0.75,6,-436.952,-432.164,3,-432.8576554
5,0.001,0.75,6.5,-429.205,-424.417,2,-426.2092677
5,0.001,0.75,7,-435.582,-430.795,3,-431.4876554
5,0.001,0.75,7.5,-435.053,-430.266,3,-430.9586554
5,0.001,0.75,8,-434.617,-429.829,3,-430.5226554
5,0.001,0.75,8.5,-428.173,-423.385,2,-425.1772677
5,0.001,0.75,9,-428.098,-423.311,2,-425.1022677
5,0.001,0.75,9.5,-433.796,-429.008,3,-429.7016554
5,0.001,0.75,10,-433.666,-428.879,3,-429.5716554
5,0.001,0.75,10.5,-428.236,-423.449,2,-425.2402677
5,0.001,0.75,11,-428.39,-423.603,2,-425.3942677
5,0.001,0.8,1.5,-443.156,-438.369,2,-440.1602677
5,0.001,0.8,2,-440.014,-435.226,2,-437.0182677
5,0.001,0.8,2.5,-437.771,-432.983,2,-434.7752677
5,0.001,0.8,3,-436.006,-431.219,2,-433.0102677
5,0.001,0.8,3.5,-434.566,-429.779,2,-431.5702677
5,0.001,0.8,4,-433.369,-428.582,2,-430.3732677
5,0.001,0.8,4.5,-432.367,-427.58,2,-429.3712677
5,0.001,0.8,5,-431.527,-426.74,2,-428.5312677
5,0.001,0.8,5.5,-430.826,-426.038,2,-427.8302677
5,0.001,0.8,6,-437.53,-432.742,3,-433.4356554
5,0.001,0.8,6.5,-436.799,-432.011,3,-432.7046554
5,0.001,0.8,7,-436.174,-431.387,3,-432.0796554
5,0.001,0.8,7.5,-429.102,-424.315,2,-426.1062677
5,0.001,0.8,8,-435.219,-430.431,3,-431.1246554
5,0.001,0.8,8.5,-434.872,-430.085,3,-430.7776554
5,0.001,0.8,9,-428.681,-423.893,2,-425.6852677
5,0.001,0.8,9.5,-434.411,-429.624,3,-430.3166554
5,0.001,0.8,10,-434.286,-429.498,3,-430.1916554
5,0.001,0.8,10.5,-434.225,-429.437,3,-430.1306554
5,0.001,0.8,11,-428.986,-424.198,2,-425.9902677
5,0.001,0.85,1.5,-443.69,-438.902,2,-440.6942677
5,0.001,0.85,2,-440.551,-435.763,2,-437.5552677
5,0.001,0.85,2.5,-438.311,-433.523,2,-435.3152677
5,0.001,0.85,3,-436.55,-431.762,2,-433.5542677
5,0.001,0.85,3.5,-435.113,-430.325,2,-432.1172677
5,0.001,0.85,4,-433.919,-429.132,2,-430.9232677
5,0.001,0.85,4.5,-432.92,-428.133,2,-429.9242677
5,0.001,0.85,5,-432.084,-427.296,2,-429.0882677
5,0.001,0.85,5.5,-431.385,-426.598,2,-428.3892677
5,0.001,0.85,6,-430.808,-426.02,2,-427.8122677
5,0.001,0.85,6.5,-437.385,-432.597,3,-433.2906554
5,0.001,0.85,7,-436.767,-431.979,3,-432.6726554
5,0.001,0.85,7.5,-436.248,-431.461,3,-432.1536554
5,0.001,0.85,8,-435.821,-431.034,3,-431.7266554
5,0.001,0.85,8.5,-429.331,-424.543,2,-426.3352677
5,0.001,0.85,9,-435.217,-430.429,3,-431.1226554
5,0.001,0.85,9.5,-429.258,-424.471,2,-426.2622677
5,0.001,0.85,10,-429.312,-424.524,2,-426.3162677
5,0.001,0.85,10.5,-434.849,-430.062,3,-430.7546554
5,0.001,0.85,11,-429.581,-424.794,2,-426.5852677
5,0.001,0.9,1.5,-444.223,-439.435,2,-441.2272677
5,0.001,0.9,2,-441.087,-436.299,2,-438.0912677
5,0.001,0.9,2.5,-438.85,-434.063,2,-435.8542677
5,0.001,0.9,3,-437.092,-432.305,2,-434.0962677
5,0.001,0.9,3.5,-435.659,-430.871,2,-432.6632677
5,0.001,0.9,4,-434.468,-429.681,2,-431.4722677
5,0.001,0.9,4.5,-433.473,-428.685,2,-430.4772677
5,0.001,0.9,5,-432.639,-427.852,2,-429.6432677
5,0.001,0.9,5.5,-431.944,-427.156,2,-428.9482677
5,0.001,0.9,6,-431.369,-426.582,2,-428.3732677
5,0.001,0.9,6.5,-437.97,-433.182,3,-433.8756554
5,0.001,0.9,7,-430.531,-425.743,2,-427.5352677
5,0.001,0.9,7.5,-436.845,-432.058,3,-432.7506554
5,0.001,0.9,8,-436.424,-431.636,3,-432.3296554
5,0.001,0.9,8.5,-436.087,-431.299,3,-431.9926554
5,0.001,0.9,9,-435.828,-431.041,3,-431.7336554
5,0.001,0.9,9.5,-429.842,-425.055,2,-426.8462677
5,0.001,0.9,10,-435.526,-430.738,3,-431.4316554
5,0.001,0.9,10.5,-435.473,-430.686,3,-431.3786554
5,0.001,0.9,11,-435.48,-430.693,3,-431.3856554
5,0.001,0.95,1.5,-444.755,-439.967,2,-441.7592677
5,0.001,0.95,2,-441.622,-436.835,2,-438.6262677
5,0.001,0.95,2.5,-439.388,-434.601,2,-436.3922677
5,0.001,0.95,3,-437.634,-432.846,2,-434.6382677
5,0.001,0.95,3.5,-436.203,-431.416,2,-433.2072677
5,0.001,0.95,4,-435.016,-430.229,2,-432.0202677
5,0.001,0.95,4.5,-434.024,-429.236,2,-431.0282677
5,0.001,0.95,5,-433.193,-428.406,2,-430.1972677
5,0.001,0.95,5.5,-432.501,-427.714,2,-429.5052677
5,0.001,0.95,6,-431.93,-427.143,2,-428.9342677
5,0.001,0.95,6.5,-438.553,-433.765,3,-434.4586554
5,0.001,0.95,7,-437.949,-433.161,3,-433.8546554
5,0.001,0.95,7.5,-430.816,-426.029,2,-427.8202677
5,0.001,0.95,8,-437.025,-432.237,3,-432.9306554
5,0.001,0.95,8.5,-436.692,-431.905,3,-432.5976554
5,0.001,0.95,9,-436.438,-431.651,3,-432.3436554
5,0.001,0.95,9.5,-436.257,-431.47,3,-432.1626554
5,0.001,0.95,10,-436.145,-431.357,3,-432.0506554
5,0.001,0.95,10.5,-430.6,-425.813,2,-427.6042677
5,0.001,0.95,11,-430.767,-425.98,2,-427.7712677
5,0.001,1,1.5,-445.285,-440.498,2,-442.2892677
5,0.001,1,2,-442.155,-437.368,2,-439.1592677
5,0.001,1,2.5,-439.925,-435.138,2,-436.9292677
5,0.001,1,3,-438.174,-433.386,2,-435.1782677
5,0.001,1,3.5,-436.746,-431.959,2,-433.7502677
5,0.001,1,4,-435.562,-430.775,2,-432.5662677
5,0.001,1,4.5,-434.573,-429.785,2,-431.5772677
5,0.001,1,5,-433.746,-428.958,2,-430.7502677
5,0.001,1,5.5,-433.057,-428.269,2,-430.0612677
5,0.001,1,6,-432.489,-427.701,2,-429.4932677
5,0.001,1,6.5,-432.028,-427.24,2,-429.0322677
5,0.001,1,7,-431.662,-426.875,2,-428.6662677
5,0.001,1,7.5,-438.035,-433.248,3,-433.9406554
5,0.001,1,8,-437.624,-432.836,3,-433.5296554
5,0.001,1,8.5,-437.296,-432.509,3,-433.2016554
5,0.001,1,9,-437.047,-432.259,3,-432.9526554
5,0.001,1,9.5,-436.87,-432.083,3,-432.7756554
5,0.001,1,10,-436.762,-431.974,3,-432.6676554
5,0.001,1,10.5,-436.717,-431.93,3,-432.6226554
5,0.001,1,11,-436.732,-431.945,3,-432.6376554
6,0.001,0.05,1.5,-438.037,-431.457,2,-434.6358026
6,0.001,0.05,2,-434.841,-428.261,2,-431.4398026
6,0.001,0.05,2.5,-432.544,-425.965,2,-429.1428026
6,0.001,0.05,3,-440.887,-434.308,3,-436.0995083
6,0.001,0.05,3.5,-438.812,-432.233,3,-434.0245083
6,0.001,0.05,4,-437.072,-430.493,3,-432.2845083
6,0.001,0.05,4.5,-435.595,-429.016,3,-430.8075083
6,0.001,0.05,5,-434.336,-427.756,3,-429.5485083
6,0.001,0.05,5.5,-433.259,-426.68,3,-428.4715083
6,0.001,0.05,6,-432.34,-425.76,3,-427.5525083
6,0.001,0.05,6.5,-424.117,-417.537,2,-420.7158026
6,0.001,0.05,7,-430.9,-424.321,3,-426.1125083
6,0.001,0.05,7.5,-430.351,-423.771,3,-425.5635083
6,0.001,0.05,8,-423.076,-416.497,2,-419.6748026
6,0.001,0.05,8.5,-429.541,-422.962,3,-424.7535083
6,0.001,0.05,9,-429.264,-422.684,3,-424.4765083
6,0.001,0.05,9.5,-429.063,-422.483,3,-424.2755083
6,0.001,0.05,10,-428.933,-422.353,3,-424.1455083
6,0.001,0.05,10.5,-428.868,-422.289,3,-424.0805083
6,0.001,0.05,11,-428.933,-422.354,3,-424.1455083
6,0.001,0.1,1.5,-437.442,-430.863,2,-434.0408026
6,0.001,0.1,2,-434.25,-427.671,2,-430.8488026
6,0.001,0.1,2.5,-431.957,-425.378,2,-428.5558026
6,0.001,0.1,3,-439.906,-433.326,3,-435.1185083
6,0.001,0.1,3.5,-437.845,-431.266,3,-433.0575083
6,0.001,0.1,4,-436.116,-429.536,3,-431.3285083
6,0.001,0.1,4.5,-434.649,-428.07,3,-429.8615083
6,0.001,0.1,5,-433.397,-426.818,3,-428.6095083
6,0.001,0.1,5.5,-432.328,-425.748,3,-427.5405083
6,0.001,0.1,6,-424.085,-417.505,2,-420.6838026
6,0.001,0.1,6.5,-423.561,-416.982,2,-420.1598026
6,0.001,0.1,7,-429.985,-423.406,3,-425.1975083
6,0.001,0.1,7.5,-429.441,-422.862,3,-424.6535083
6,0.001,0.1,8,-428.995,-422.416,3,-424.2075083
6,0.001,0.1,8.5,-428.639,-422.06,3,-423.8515083
6,0.001,0.1,9,-428.366,-421.787,3,-423.5785083
6,0.001,0.1,9.5,-428.239,-421.659,3,-423.4515083
6,0.001,0.1,10,-422.168,-415.588,2,-418.7668026
6,0.001,0.1,10.5,-422.224,-415.645,2,-418.8228026
6,0.001,0.1,11,-422.332,-415.753,2,-418.9308026
6,0.001,0.15,1.5,-437.412,-430.833,2,-434.0108026
6,0.001,0.15,2,-434.224,-427.645,2,-430.8228026
6,0.001,0.15,2.5,-431.935,-425.356,2,-428.5338026
6,0.001,0.15,3,-430.125,-423.546,2,-426.7238026
6,0.001,0.15,3.5,-437.696,-431.117,3,-432.9085083
6,0.001,0.15,4,-435.978,-429.399,3,-431.1905083
6,0.001,0.15,4.5,-434.521,-427.942,3,-429.7335083
6,0.001,0.15,5,-433.277,-426.698,3,-428.4895083
6,0.001,0.15,5.5,-432.214,-425.635,3,-427.4265083
6,0.001,0.15,6,-431.307,-424.728,3,-426.5195083
6,0.001,0.15,6.5,-423.57,-416.991,2,-420.1688026
6,0.001,0.15,7,-429.888,-423.309,3,-425.1005083
6,0.001,0.15,7.5,-429.348,-422.769,3,-424.5605083
6,0.001,0.15,8,-428.906,-422.327,3,-424.1185083
6,0.001,0.15,8.5,-428.554,-421.974,3,-423.7665083
6,0.001,0.15,9,-428.278,-421.699,3,-423.4905083
6,0.001,0.15,9.5,-428.037,-421.458,3,-423.2495083
6,0.001,0.15,10,-422.203,-415.624,2,-418.8018026
6,0.001,0.15,10.5,-427.75,-421.17,3,-422.9625083
6,0.001,0.15,11,-427.696,-421.117,3,-422.9085083
6,0.001,0.2,1.5,-437.607,-431.028,2,-434.2058026
6,0.001,0.2,2,-434.423,-427.844,2,-431.0218026
6,0.001,0.2,2.5,-432.138,-425.558,2,-428.7368026
6,0.001,0.2,3,-430.332,-423.752,2,-426.9308026
6,0.001,0.2,3.5,-428.849,-422.27,2,-425.4478026
6,0.001,0.2,4,-436.153,-429.573,3,-431.3655083
6,0.001,0.2,4.5,-434.704,-428.125,3,-429.9165083
6,0.001,0.2,5,-433.468,-426.889,3,-428.6805083
6,0.001,0.2,5.5,-432.412,-425.832,3,-427.6245083
6,0.001,0.2,6,-431.51,-424.931,3,-426.7225083
6,0.001,0.2,6.5,-430.744,-424.165,3,-425.9565083
6,0.001,0.2,7,-430.098,-423.518,3,-425.3105083
6,0.001,0.2,7.5,-429.56,-422.981,3,-424.7725083
6,0.001,0.2,8,-429.103,-422.524,3,-424.3155083
6,0.001,0.2,8.5,-422.616,-416.037,2,-419.2148026
6,0.001,0.2,9,-428.404,-421.825,3,-423.6165083
6,0.001,0.2,9.5,-428.164,-421.585,3,-423.3765083
6,0.001,0.2,10,-427.991,-421.412,3,-423.2035083
6,0.001,0.2,10.5,-427.881,-421.302,3,-423.0935083
6,0.001,0.2,11,-422.641,-416.062,2,-419.2398026
6,0.001,0.25,1.5,-437.921,-431.342,2,-434.5198026
6,0.001,0.25,2,-434.74,-428.161,2,-431.3388026
6,0.001,0.25,2.5,-432.459,-425.88,2,-429.0578026
6,0.001,0.25,3,-430.657,-424.077,2,-427.2558026
6,0.001,0.25,3.5,-429.178,-422.599,2,-425.7768026
6,0.001,0.25,4,-436.478,-429.899,3,-431.6905083
6,0.001,0.25,4.5,-435.039,-428.46,3,-430.2515083
6,0.001,0.25,5,-433.81,-427.231,3,-429.0225083
6,0.001,0.25,5.5,-432.758,-426.179,3,-427.9705083
6,0.001,0.25,6,-424.666,-418.086,2,-421.2648026
6,0.001,0.25,6.5,-431.092,-424.513,3,-426.3045083
6,0.001,0.25,7,-430.434,-423.855,3,-425.6465083
6,0.001,0.25,7.5,-429.872,-423.293,3,-425.0845083
6,0.001,0.25,8,-429.4,-422.821,3,-424.6125083
6,0.001,0.25,8.5,-429.012,-422.433,3,-424.2245083
6,0.001,0.25,9,-428.701,-422.122,3,-423.9135083
6,0.001,0.25,9.5,-428.464,-421.884,3,-423.6765083
6,0.001,0.25,10,-428.294,-421.715,3,-423.5065083
6,0.001,0.25,10.5,-428.187,-421.608,3,-423.3995083
6,0.001,0.25,11,-428.141,-421.562,3,-423.3535083
6,0.001,0.3,1.5,-438.306,-431.727,2,-434.9048026
6,0.001,0.3,2,-435.129,-428.55,2,-431.7278026
6,0.001,0.3,2.5,-432.852,-426.272,2,-429.4508026
6,0.001,0.3,3,-431.053,-424.474,2,-427.6518026
6,0.001,0.3,3.5,-429.578,-422.999,2,-426.1768026
6,0.001,0.3,4,-436.883,-430.303,3,-432.0955083
6,0.001,0.3,4.5,-435.454,-428.874,3,-430.6665083
6,0.001,0.3,5,-434.229,-427.65,3,-429.4415083
6,0.001,0.3,5.5,-433.178,-426.599,3,-428.3905083
6,0.001,0.3,6,-432.274,-425.695,3,-427.4865083
6,0.001,0.3,6.5,-431.497,-424.918,3,-426.7095083
6,0.001,0.3,7,-430.832,-424.253,3,-426.0445083
6,0.001,0.3,7.5,-430.268,-423.688,3,-425.4805083
6,0.001,0.3,8,-429.796,-423.217,3,-425.0085083
6,0.001,0.3,8.5,-429.41,-422.83,3,-424.6225083
6,0.001,0.3,9,-429.102,-422.523,3,-424.3145083
6,0.001,0.3,9.5,-428.867,-422.288,3,-424.0795083
6,0.001,0.3,10,-423.287,-416.708,2,-419.8858026
6,0.001,0.3,10.5,-423.358,-416.779,2,-419.9568026
6,0.001,0.3,11,-428.556,-421.976,3,-423.7685083
6,0.001,0.35,1.5,-438.738,-432.159,2,-435.3368026
6,0.001,0.35,2,-435.565,-428.986,2,-432.1638026
6,0.001,0.35,2.5,-433.291,-426.711,2,-429.8898026
6,0.001,0.35,3,-431.496,-424.916,2,-428.0948026
6,0.001,0.35,3.5,-430.024,-423.445,2,-426.6228026
6,0.001,0.35,4,-428.797,-422.217,2,-425.3958026
6,0.001,0.35,4.5,-427.764,-421.184,2,-424.3628026
6,0.001,0.35,5,-434.69,-428.111,3,-429.9025083
6,0.001,0.35,5.5,-433.639,-427.059,3,-428.8515083
6,0.001,0.35,6,-432.733,-426.153,3,-427.9455083
6,0.001,0.35,6.5,-425.044,-418.465,2,-421.6428026
6,0.001,0.35,7,-431.289,-424.71,3,-426.5015083
6,0.001,0.35,7.5,-430.727,-424.147,3,-425.9395083
6,0.001,0.35,8,-430.257,-423.678,3,-425.4695083
6,0.001,0.35,8.5,-429.873,-423.294,3,-425.0855083
6,0.001,0.35,9,-429.569,-422.99,3,-424.7815083
6,0.001,0.35,9.5,-429.338,-422.758,3,-424.5505083
6,0.001,0.35,10,-429.175,-422.596,3,-424.3875083
6,0.001,0.35,10.5,-423.855,-417.276,2,-420.4538026
6,0.001,0.35,11,-429.038,-422.459,3,-424.2505083
6,0.001,0.4,1.5,-439.202,-432.623,2,-435.8008026
6,0.001,0.4,2,-436.032,-429.453,2,-432.6308026
6,0.001,0.4,2.5,-433.761,-427.182,2,-430.3598026
6,0.001,0.4,3,-431.97,-425.391,2,-428.5688026
6,0.001,0.4,3.5,-430.502,-423.923,2,-427.1008026
6,0.001,0.4,4,-429.278,-422.699,2,-425.8768026
6,0.001,0.4,4.5,-428.249,-421.67,2,-424.8478026
6,0.001,0.4,5,-427.382,-420.802,2,-423.9808026
6,0.001,0.4,5.5,-434.132,-427.553,3,-429.3445083
6,0.001,0.4,6,-426.045,-419.465,2,-422.6438026
6,0.001,0.4,6.5,-432.451,-425.872,3,-427.6635083
6,0.001,0.4,7,-425.138,-418.559,2,-421.7368026
6,0.001,0.4,7.5,-431.229,-424.65,3,-426.4415083
6,0.001,0.4,8,-424.581,-418.002,2,-421.1798026
6,0.001,0.4,8.5,-430.382,-423.803,3,-425.5945083
6,0.001,0.4,9,-430.081,-423.502,3,-425.2935083
6,0.001,0.4,9.5,-429.854,-423.275,3,-425.0665083
6,0.001,0.4,10,-429.695,-423.116,3,-424.9075083
6,0.001,0.4,10.5,-429.601,-423.021,3,-424.8135083
6,0.001,0.4,11,-429.566,-422.987,3,-424.7785083
6,0.001,0.45,1.5,-439.688,-433.108,2,-436.2868026
6,0.001,0.45,2,-436.521,-429.942,2,-433.1198026
6,0.001,0.45,2.5,-434.254,-427.675,2,-430.8528026
6,0.001,0.45,3,-432.466,-425.887,2,-429.0648026
6,0.001,0.45,3.5,-431.002,-424.423,2,-427.6008026
6,0.001,0.45,4,-429.782,-423.202,2,-426.3808026
6,0.001,0.45,4.5,-428.756,-422.177,2,-425.3548026
6,0.001,0.45,5,-427.892,-421.313,2,-424.4908026
6,0.001,0.45,5.5,-434.65,-428.071,3,-429.8625083
6,0.001,0.45,6,-426.562,-419.983,2,-423.1608026
6,0.001,0.45,6.5,-432.977,-426.398,3,-428.1895083
6,0.001,0.45,7,-432.318,-425.739,3,-427.5305083
6,0.001,0.45,7.5,-431.761,-425.182,3,-426.9735083
6,0.001,0.45,8,-431.299,-424.719,3,-426.5115083
6,0.001,0.45,8.5,-430.922,-424.343,3,-426.1345083
6,0.001,0.45,9,-424.856,-418.277,2,-421.4548026
6,0.001,0.45,9.5,-430.401,-423.822,3,-425.6135083
6,0.001,0.45,10,-430.247,-423.668,3,-425.4595083
6,0.001,0.45,10.5,-430.156,-423.577,3,-425.3685083
6,0.001,0.45,11,-430.126,-423.547,3,-425.3385083
6,0.001,0.5,1.5,-440.189,-433.61,2,-436.7878026
6,0.001,0.5,2,-437.026,-430.447,2,-433.6248026
6,0.001,0.5,2.5,-434.763,-428.184,2,-431.3618026
6,0.001,0.5,3,-432.978,-426.399,2,-429.5768026
6,0.001,0.5,3.5,-431.518,-424.939,2,-428.1168026
6,0.001,0.5,4,-430.301,-423.722,2,-426.8998026
6,0.001,0.5,4.5,-429.279,-422.699,2,-425.8778026
6,0.001,0.5,5,-436.222,-429.643,3,-431.4345083
6,0.001,0.5,5.5,-427.696,-421.117,2,-424.2948026
6,0.001,0.5,6,-434.292,-427.713,3,-429.5045083
6,0.001,0.5,6.5,-433.524,-426.944,3,-428.7365083
6,0.001,0.5,7,-432.868,-426.289,3,-428.0805083
6,0.001,0.5,7.5,-432.316,-425.736,3,-427.5285083
6,0.001,0.5,8,-425.66,-419.081,2,-422.2588026
6,0.001,0.5,8.5,-431.484,-424.905,3,-426.6965083
6,0.001,0.5,9,-431.191,-424.612,3,-426.4035083
6,0.001,0.5,9.5,-425.382,-418.803,2,-421.9808026
6,0.001,0.5,10,-430.821,-424.242,3,-426.0335083
6,0.001,0.5,10.5,-430.735,-424.156,3,-425.9475083
6,0.001,0.5,11,-430.709,-424.13,3,-425.9215083
6,0.001,0.55,1.5,-440.702,-434.123,2,-437.3008026
6,0.001,0.55,2,-437.543,-430.963,2,-434.1418026
6,0.001,0.55,2.5,-435.283,-428.703,2,-431.8818026
6,0.001,0.55,3,-433.502,-426.922,2,-430.1008026
6,0.001,0.55,3.5,-432.045,-425.465,2,-428.6438026
6,0.001,0.55,4,-430.831,-424.252,2,-427.4298026
6,0.001,0.55,4.5,-429.812,-423.233,2,-426.4108026
6,0.001,0.55,5,-436.762,-430.182,3,-431.9745083
